Slope_minmax,PeakVal1_error,PeakVal2_error,PeakHt1_error,PeakHt2_error,Min1_window,Min2_window,Max1_window,Max2_window,Var1_window,Var2_window,Mean1_window,Mean2_window,Sig_coef1,Sig_coef2,Sig_coef3,Sig_coef4,Max_fft,Min_fft,Mean_fft,Var_fft
0.14423076923076927,0.5012853470437018,0.3575,0.1543624161073833,0.09310986964618245,0.44722222222222224,0.4611111111111111,0.4725,0.48872180451127817,0.0348825119567463,0.035867061533397276,0.45615866388308957,0.4804232804232804,0.0006269119291755298,0.10839270247483902,0.0010253701855841848,0.0003770476773620262,0.3908300664734958,-0.34893657183626736,0.337303720494719,0.16510613178521133
0.043750000000000004,0.2287917737789203,0.2575,0.20469798657718052,0.23277467411545652,0.25,0.25,0.2625,0.2631578947368421,0.01333437305053017,0.01192826587693306,0.2515657620041753,0.2619047619047619,0.00010551764578835558,0.05694819549839073,0.0007475935879061287,0.00031692660966358517,0.22737344469064255,-0.045013092382670025,0.22303896717809546,0.05362386298875081
0.03551136363636364,0.2210796915167095,0.235,0.14429530201342353,0.0931098696461822,0.20555555555555555,0.2111111111111111,0.215,0.21804511278195488,0.006290289041380754,0.00556652407590216,0.20824634655532348,0.21798941798941793,0.00016391273091268392,0.02152642127061978,0.0009204993725134027,0.00023812718420796917,0.21655019601159023,-0.05563476674436304,0.2078388003820245,0.048760546910130154
0.06250000000000006,0.2750642673521851,0.235,0.13758389261744908,0.229050279329609,0.2777777777777778,0.3055555555555556,0.355,0.37092731829573933,0.07239030983572496,0.07110343314686865,0.3131524008350729,0.34285714285714286,-3.459898498697709e-05,0.24718327935392295,0.24999258415171513,0.0004695496849931691,0.277313788989262,-0.029355394210195333,0.33269984844869516,0.07941988392727684
0.18749999999999947,0.38046272493573263,0.6275,0.1644295302013437,0.2905027932960898,0.5583333333333332,0.5361111111111111,0.6175,0.6015037593984962,0.09838323975878521,0.10082812328616805,0.5871607515657618,0.5666666666666667,-0.00027316189725299186,0.9801334337472549,0.24987597415294255,0.0007500731750475877,0.4429861939662519,-0.05548140120557802,0.5433789031153443,0.2048758892191927
0.13541666666666663,0.8020565552699229,0.8025,0.577181208053695,0.4562383612662938,0.7999999999999999,0.7277777777777777,0.8025,0.7468671679197995,0.05809419837804193,0.05585718986508748,0.7959290187891433,0.7375661375661374,0.00031592760883911484,0.021415981034780967,0.003416151501532701,0.001017031653467621,0.7633373103800919,-0.0898863382843586,0.7281818252767502,0.6049147872673989
0.0,0.23393316195372751,0.3225,0.14093959731543643,0.2849162011173177,0.25,0.2638888888888889,0.3175,0.3233082706766917,0.061161364108962314,0.059175167269935235,0.27818371607515646,0.3026455026455026,-0.0001388865496680111,1.2886783191157984,0.24977756482765107,0.000374307333193723,0.22106698483040732,-0.02415134881943935,0.28557393964457045,0.05101578732744096
0.015625000000000354,0.570694087403599,0.4925,0.32214765100671144,0.21787709497206698,0.5444444444444444,0.5277777777777778,0.555,0.5438596491228069,0.02903410272406016,0.02887462981243981,0.544885177453027,0.5354497354497355,0.6110646816818128,-0.3461954693953113,0.24996587332000075,-0.6112044621701059,0.5462757797852393,-0.06013510367130732,0.5859238319540245,0.3076515541323923
0.0,0.6169665809768637,0.585,0.1476510067114104,0.1601489757914342,0.5805555555555555,0.5916666666666667,0.5825,0.5889724310776943,0.02703264711998391,0.022814522320939334,0.5767223382045926,0.5984126984126983,-9.487947551804802e-05,0.13492744441504212,0.18750014454409888,0.0009973931638058095,0.5720981762399863,-0.034781620598869835,0.5986044370080222,0.33752029379142556
0.23263888888888895,0.5012853470437018,0.3925,0.30201342281879057,0.20111731843575448,0.37777777777777777,0.39999999999999997,0.4575,0.47619047619047616,0.10545331669785805,0.0994022156411101,0.41544885177452995,0.44973544973544965,0.00015790175577678342,0.14976161519619507,0.011411428090476836,0.0006824923230006483,0.42551559570478936,-0.09786238056989344,0.45413342669201545,0.18746296072321436
